"Longitude" "Latitude" "Longneg" "Depth" "substrate" "substrate_code"
275.55 25.75 -84.45 220.125 2000 7
275.55 25.85 -84.45 214.458333333333 20 3
275.55 25.95 -84.45 215.083333333333 20 3
275.55 26.05 -84.45 215.013888888889 20 3
275.55 26.15 -84.45 212.611111111111 3000 8
275.55 26.25 -84.45 210.298611111111 30 4
275.55 26.35 -84.45 205.9375 30 4
275.55 26.45 -84.45 200.777777777778 300 6
275.55 26.55 -84.45 197.513888888889 200 5
275.55 26.65 -84.45 193.159722222222 20 3
275.55 26.75 -84.45 184.534722222222 20 3
275.55 26.85 -84.45 172.75 20 3
275.55 26.95 -84.45 166.388888888889 200 5
275.55 27.05 -84.45 160.951388888889 200 5
275.55 27.15 -84.45 156.25 20 3
275.55 27.25 -84.45 146.722222222222 200 5
275.55 27.35 -84.45 136.597222222222 300 6
275.55 27.45 -84.45 127.416666666667 300 6
275.55 27.55 -84.45 122.201388888889 300 6
275.55 27.65 -84.45 112.548611111111 2 1
275.55 27.75 -84.45 101.604166666667 200 5
275.55 27.85 -84.45 86.3819444444444 200 5
275.55 27.95 -84.45 79.3680555555556 20 3
275.55 28.05 -84.45 70.2430555555556 200 5
275.55 28.15 -84.45 64.9166666666667 30 4
275.55 28.25 -84.45 60.7430555555556 20 3
275.55 28.35 -84.45 55.5208333333333 30 4
275.55 28.45 -84.45 49.25 30 4
275.55 28.55 -84.45 44.7291666666667 30 4
275.55 28.65 -84.45 41.3680555555556 30 4
275.55 28.75 -84.45 38.4166666666667 30 4
275.55 28.85 -84.45 35.4861111111111 30 4
275.55 28.95 -84.45 32.9652777777778 200 5
275.55 29.05 -84.45 30.5902777777778 200 5
275.55 29.15 -84.45 28.5972222222222 200 5
275.55 29.25 -84.45 28.3402777777778 20 3
275.55 29.35 -84.45 26.9097222222222 30 4
275.55 29.45 -84.45 24.1458333333333 30 4
275.55 29.55 -84.45 19.7430555555556 20 3
275.55 29.65 -84.45 16.2708333333333 30 4
275.55 29.75 -84.45 10.6458333333333 30 4
275.65 25.15 -84.35 410.118055555556 3000 8
275.65 25.25 -84.35 325.006944444444 30 4
275.65 25.35 -84.35 250.444444444444 3000 8
275.65 25.45 -84.35 186.402777777778 30 4
275.65 25.55 -84.35 180.923611111111 20 3
275.65 25.65 -84.35 175.791666666667 3000 8
275.65 25.75 -84.35 178.638888888889 3000 8
275.65 25.85 -84.35 192.243055555556 3000 8
275.65 25.95 -84.35 197.819444444444 20 3
275.65 26.05 -84.35 199.673611111111 30 4
275.65 26.15 -84.35 196.340277777778 30 4
275.65 26.25 -84.35 193.284722222222 30 4
275.65 26.35 -84.35 190.791666666667 30 4
275.65 26.45 -84.35 186.090277777778 30 4
275.65 26.55 -84.35 181.638888888889 30 4
275.65 26.65 -84.35 173.833333333333 200 5
275.65 26.75 -84.35 167.270833333333 20 3
275.65 26.85 -84.35 159.743055555556 30 4
275.65 26.95 -84.35 151.909722222222 20 3
275.65 27.05 -84.35 142.756944444444 200 5
275.65 27.15 -84.35 133.819444444444 20 3
275.65 27.25 -84.35 129.048611111111 30 4
275.65 27.35 -84.35 118.979166666667 30 4
275.65 27.45 -84.35 108.090277777778 200 5
275.65 27.55 -84.35 96.2847222222222 200 5
275.65 27.65 -84.35 86.5972222222222 200 5
275.65 27.75 -84.35 78.0208333333333 300 6
275.65 27.85 -84.35 73.4930555555556 200 5
275.65 27.95 -84.35 66.8958333333333 30 4
275.65 28.05 -84.35 62.2083333333333 20 3
275.65 28.15 -84.35 57.3541666666667 30 4
275.65 28.25 -84.35 53.5347222222222 200 5
275.65 28.35 -84.35 48.2986111111111 30 4
275.65 28.45 -84.35 40.6944444444444 30 4
275.65 28.55 -84.35 37.4375 30 4
275.65 28.65 -84.35 35.7291666666667 300 6
275.65 28.75 -84.35 35.6319444444444 30 4
275.65 28.85 -84.35 33.8611111111111 30 4
275.65 28.95 -84.35 31.3541666666667 20 3
275.65 29.05 -84.35 29.0416666666667 20 3
275.65 29.15 -84.35 27.7152777777778 30 4
275.65 29.25 -84.35 26.4722222222222 30 4
275.65 29.35 -84.35 24.7430555555556 30 4
275.65 29.45 -84.35 22.6805555555556 30 4
275.65 29.55 -84.35 19.7430555555556 20 3
275.65 29.65 -84.35 17.875 300 6
275.65 29.75 -84.35 12.5694444444444 30 4
275.75 24.95 -84.25 429.486111111111 3000 8
275.75 25.05 -84.25 327.819444444444 3000 8
275.75 25.15 -84.25 234.284722222222 3000 8
275.75 25.25 -84.25 172.194444444444 2000 7
275.75 25.35 -84.25 161.770833333333 3000 8
275.75 25.45 -84.25 160.729166666667 30 4
275.75 25.55 -84.25 164.597222222222 20 3
275.75 25.65 -84.25 165.215277777778 2 1
275.75 25.75 -84.25 165.722222222222 30 4
275.75 25.85 -84.25 168.201388888889 30 4
275.75 25.95 -84.25 174.055555555556 30 4
275.75 26.05 -84.25 179.1875 30 4
275.75 26.15 -84.25 179.173611111111 30 4
275.75 26.25 -84.25 175.618055555556 30 4
275.75 26.35 -84.25 172.736111111111 30 4
275.75 26.45 -84.25 168.291666666667 30 4
275.75 26.55 -84.25 161.083333333333 20 3
275.75 26.65 -84.25 152.743055555556 20 3
275.75 26.75 -84.25 147.256944444444 30 4
275.75 26.85 -84.25 137.729166666667 30 4
275.75 26.95 -84.25 132.729166666667 20 3
275.75 27.05 -84.25 126.972222222222 20 3
275.75 27.15 -84.25 117.861111111111 30 4
275.75 27.25 -84.25 105.5 30 4
275.75 27.35 -84.25 90.6944444444444 20 3
275.75 27.45 -84.25 81.9722222222222 30 4
275.75 27.55 -84.25 77.7013888888889 20 3
275.75 27.65 -84.25 71.875 300 6
275.75 27.75 -84.25 66.1458333333333 200 5
275.75 27.85 -84.25 61.4375 200 5
275.75 27.95 -84.25 58.0069444444444 20 3
275.75 28.05 -84.25 53.4166666666667 20 3
275.75 28.15 -84.25 49.7430555555556 30 4
275.75 28.25 -84.25 48.2083333333333 30 4
275.75 28.35 -84.25 44.6805555555556 300 6
275.75 28.45 -84.25 36.8819444444444 300 6
275.75 28.55 -84.25 34.9513888888889 30 4
275.75 28.65 -84.25 35.2638888888889 200 5
275.75 28.75 -84.25 35.375 30 4
275.75 28.85 -84.25 31.8611111111111 30 4
275.75 28.95 -84.25 29.4791666666667 20 3
275.75 29.05 -84.25 28.0763888888889 20 3
275.75 29.15 -84.25 26.6180555555556 30 4
275.75 29.25 -84.25 25.25 30 4
275.75 29.35 -84.25 23.3055555555556 30 4
275.75 29.45 -84.25 21.6736111111111 30 4
275.75 29.55 -84.25 19.2361111111111 30 4
275.75 29.65 -84.25 17.125 200 5
275.75 29.75 -84.25 12.0277777777778 30 4
275.85 24.85 -84.15 393.3125 3000 8
275.85 24.95 -84.15 271.229166666667 3000 8
275.85 25.05 -84.15 165.784722222222 3000 8
275.85 25.15 -84.15 147.409722222222 2000 7
275.85 25.25 -84.15 149.020833333333 30 4
275.85 25.35 -84.15 150.930555555556 30 4
275.85 25.45 -84.15 152.576388888889 20 3
275.85 25.55 -84.15 154.854166666667 30 4
275.85 25.65 -84.15 157.798611111111 20 3
275.85 25.75 -84.15 159.083333333333 2000 7
275.85 25.85 -84.15 159.555555555556 2000 7
275.85 25.95 -84.15 164.194444444444 20 3
275.85 26.05 -84.15 162.166666666667 20 3
275.85 26.15 -84.15 160.840277777778 3000 8
275.85 26.25 -84.15 159.479166666667 3000 8
275.85 26.35 -84.15 156.326388888889 30 4
275.85 26.45 -84.15 152.881944444444 20 3
275.85 26.55 -84.15 147.611111111111 20 3
275.85 26.65 -84.15 139.777777777778 20 3
275.85 26.75 -84.15 126.958333333333 20 3
275.85 26.85 -84.15 120.826388888889 20 3
275.85 26.95 -84.15 110.9375 20 3
275.85 27.05 -84.15 103.048611111111 20 3
275.85 27.15 -84.15 93.1041666666667 30 4
275.85 27.25 -84.15 86.4305555555556 20 3
275.85 27.35 -84.15 81.1666666666667 20 3
275.85 27.45 -84.15 74.4236111111111 20 3
275.85 27.55 -84.15 67.0763888888889 20 3
275.85 27.65 -84.15 63.2638888888889 200 5
275.85 27.75 -84.15 57.6875 300 6
275.85 27.85 -84.15 54.1527777777778 200 5
275.85 27.95 -84.15 49.6388888888889 200 5
275.85 28.05 -84.15 47.5277777777778 2 1
275.85 28.15 -84.15 45.7083333333333 2 1
275.85 28.25 -84.15 39.7986111111111 300 6
275.85 28.35 -84.15 35.6944444444444 300 6
275.85 28.45 -84.15 35.8819444444444 300 6
275.85 28.55 -84.15 36.375 3 2
275.85 28.65 -84.15 35.8263888888889 3 2
275.85 28.75 -84.15 33.1597222222222 20 3
275.85 28.85 -84.15 29.75 20 3
275.85 28.95 -84.15 29.5694444444444 2 1
275.85 29.05 -84.15 28.1319444444444 30 4
275.85 29.15 -84.15 25.9166666666667 30 4
275.85 29.25 -84.15 24 30 4
275.85 29.35 -84.15 22.0972222222222 30 4
275.85 29.45 -84.15 20.7013888888889 30 4
275.85 29.55 -84.15 19.125 30 4
275.85 29.65 -84.15 15.3611111111111 30 4
275.85 29.75 -84.15 10.7777777777778 30 4
275.95 24.85 -84.05 234.013888888889 30 4
275.95 24.95 -84.05 141 3000 8
275.95 25.05 -84.05 133.993055555556 30 4
275.95 25.15 -84.05 136.645833333333 20 3
275.95 25.25 -84.05 137.319444444444 20 3
275.95 25.35 -84.05 140.215277777778 30 4
275.95 25.45 -84.05 142.361111111111 200 5
275.95 25.55 -84.05 144.993055555556 20 3
275.95 25.65 -84.05 145.152777777778 30 4
275.95 25.75 -84.05 144.597222222222 2000 7
275.95 25.85 -84.05 146.451388888889 20 3
275.95 25.95 -84.05 147.472222222222 20 3
275.95 26.05 -84.05 146.381944444444 20 3
275.95 26.15 -84.05 144.458333333333 30 4
275.95 26.25 -84.05 142.354166666667 30 4
275.95 26.35 -84.05 139.965277777778 20 3
275.95 26.45 -84.05 136.958333333333 20 3
275.95 26.55 -84.05 130.243055555556 20 3
275.95 26.65 -84.05 123.770833333333 20 3
275.95 26.75 -84.05 111.847222222222 30 4
275.95 26.85 -84.05 93.6180555555556 20 3
275.95 26.95 -84.05 90.7847222222222 30 4
275.95 27.05 -84.05 87.4375 30 4
275.95 27.15 -84.05 81.4305555555556 20 3
275.95 27.25 -84.05 75.3541666666667 20 3
275.95 27.35 -84.05 72.375 30 4
275.95 27.45 -84.05 67.7291666666667 30 4
275.95 27.55 -84.05 64.5416666666667 30 4
275.95 27.65 -84.05 60.5625 200 5
275.95 27.75 -84.05 57.6736111111111 200 5
275.95 27.85 -84.05 54.2291666666667 20 3
275.95 27.95 -84.05 49.125 30 4
275.95 28.05 -84.05 45.4305555555556 2 1
275.95 28.15 -84.05 42.1944444444444 2 1
275.95 28.25 -84.05 37.6944444444444 30 4
275.95 28.35 -84.05 36.9027777777778 300 6
275.95 28.45 -84.05 36.3958333333333 30 4
275.95 28.55 -84.05 34.6944444444444 20 3
275.95 28.65 -84.05 32.7847222222222 3 2
275.95 28.75 -84.05 32.0555555555556 20 3
275.95 28.85 -84.05 29.2430555555556 30 4
275.95 28.95 -84.05 28.5972222222222 30 4
275.95 29.05 -84.05 27.5972222222222 30 4
275.95 29.15 -84.05 24.5833333333333 30 4
275.95 29.25 -84.05 22.5416666666667 30 4
275.95 29.35 -84.05 20.8402777777778 30 4
275.95 29.45 -84.05 19.7916666666667 30 4
275.95 29.55 -84.05 18.8958333333333 30 4
275.95 29.65 -84.05 14.2430555555556 300 6
275.95 29.75 -84.05 10.0694444444444 2 1
276.05 24.75 -83.95 306.784722222222 30 4
276.05 24.85 -83.95 135.1875 3000 8
276.05 24.95 -83.95 122.409722222222 30 4
276.05 25.05 -83.95 124.416666666667 20 3
276.05 25.15 -83.95 125.479166666667 20 3
276.05 25.25 -83.95 125.381944444444 30 4
276.05 25.35 -83.95 127.506944444444 3000 8
276.05 25.45 -83.95 129.618055555556 200 5
276.05 25.55 -83.95 130.597222222222 300 6
276.05 25.65 -83.95 131.208333333333 20 3
276.05 25.75 -83.95 132.798611111111 30 4
276.05 25.85 -83.95 133.381944444444 30 4
276.05 25.95 -83.95 134.708333333333 20 3
276.05 26.05 -83.95 130.465277777778 20 3
276.05 26.15 -83.95 128.388888888889 20 3
276.05 26.25 -83.95 126.472222222222 20 3
276.05 26.35 -83.95 123.361111111111 20 3
276.05 26.45 -83.95 120.180555555556 20 3
276.05 26.55 -83.95 112.791666666667 30 4
276.05 26.65 -83.95 102.506944444444 2000 7
276.05 26.75 -83.95 89.7708333333333 3000 8
276.05 26.85 -83.95 84.0416666666667 30 4
276.05 26.95 -83.95 80.3402777777778 20 3
276.05 27.05 -83.95 77.2638888888889 30 4
276.05 27.15 -83.95 72.4722222222222 30 4
276.05 27.25 -83.95 69.4444444444444 2000 7
276.05 27.35 -83.95 66.0902777777778 30 4
276.05 27.45 -83.95 60.7569444444444 30 4
276.05 27.55 -83.95 55.8194444444444 20 3
276.05 27.65 -83.95 54.2569444444444 30 4
276.05 27.75 -83.95 52.1180555555556 30 4
276.05 27.85 -83.95 49.6597222222222 30 4
276.05 27.95 -83.95 46.625 30 4
276.05 28.05 -83.95 42.9444444444444 20 3
276.05 28.15 -83.95 40.4791666666667 300 6
276.05 28.25 -83.95 37.9444444444444 300 6
276.05 28.35 -83.95 36.2916666666667 300 6
276.05 28.45 -83.95 34.3263888888889 300 6
276.05 28.55 -83.95 32.6111111111111 200 5
276.05 28.65 -83.95 30.7986111111111 20 3
276.05 28.75 -83.95 29.8263888888889 20 3
276.05 28.85 -83.95 28.5763888888889 20 3
276.05 28.95 -83.95 26.5347222222222 20 3
276.05 29.05 -83.95 25.7291666666667 200 5
276.05 29.15 -83.95 22.8125 2 1
276.05 29.25 -83.95 20.5138888888889 20 3
276.05 29.35 -83.95 19.2291666666667 30 4
276.05 29.45 -83.95 18.6041666666667 300 6
276.05 29.55 -83.95 17.0138888888889 30 4
276.05 29.65 -83.95 13.9375 300 6
276.05 29.75 -83.95 10.0833333333333 20 3
276.15 24.75 -83.85 142.055555555556 300 6
276.15 24.85 -83.85 89.8680555555556 200 5
276.15 24.95 -83.85 105.826388888889 20 3
276.15 25.05 -83.85 111.020833333333 200 5
276.15 25.15 -83.85 113.118055555556 20 3
276.15 25.25 -83.85 114.229166666667 30 4
276.15 25.35 -83.85 115.430555555556 30 4
276.15 25.45 -83.85 115.090277777778 30 4
276.15 25.55 -83.85 114.173611111111 2000 7
276.15 25.65 -83.85 114.798611111111 30 4
276.15 25.75 -83.85 113.826388888889 30 4
276.15 25.85 -83.85 113.347222222222 20 3
276.15 25.95 -83.85 110.506944444444 20 3
276.15 26.05 -83.85 107.527777777778 20 3
276.15 26.15 -83.85 104.777777777778 20 3
276.15 26.25 -83.85 104.486111111111 200 5
276.15 26.35 -83.85 103.680555555556 200 5
276.15 26.45 -83.85 100.548611111111 20 3
276.15 26.55 -83.85 90.7291666666667 20 3
276.15 26.65 -83.85 84.8402777777778 20 3
276.15 26.75 -83.85 79.5208333333333 3000 8
276.15 26.85 -83.85 75.4097222222222 20 3
276.15 26.95 -83.85 70.2916666666667 30 4
276.15 27.05 -83.85 67.1875 30 4
276.15 27.15 -83.85 63.5625 200 5
276.15 27.25 -83.85 59.5208333333333 30 4
276.15 27.35 -83.85 57.3888888888889 30 4
276.15 27.45 -83.85 55.6388888888889 30 4
276.15 27.55 -83.85 52.6944444444444 20 3
276.15 27.65 -83.85 49.9027777777778 3 2
276.15 27.75 -83.85 47.7152777777778 20 3
276.15 27.85 -83.85 45.6319444444444 20 3
276.15 27.95 -83.85 42.2986111111111 20 3
276.15 28.05 -83.85 40.4513888888889 20 3
276.15 28.15 -83.85 38.5972222222222 200 5
276.15 28.25 -83.85 36.2291666666667 300 6
276.15 28.35 -83.85 33.6319444444444 200 5
276.15 28.45 -83.85 32.1388888888889 30 4
276.15 28.55 -83.85 30.375 30 4
276.15 28.65 -83.85 28.4444444444444 20 3
276.15 28.75 -83.85 27.1111111111111 200 5
276.15 28.85 -83.85 26.1597222222222 200 5
276.15 28.95 -83.85 23.8819444444444 20 3
276.15 29.05 -83.85 22.3611111111111 30 4
276.15 29.15 -83.85 20.7430555555556 30 4
276.15 29.25 -83.85 19.7013888888889 20 3
276.15 29.35 -83.85 17.9583333333333 30 4
276.15 29.45 -83.85 15.9513888888889 30 4
276.15 29.55 -83.85 14.5972222222222 30 4
276.15 29.65 -83.85 12.3125 30 4
276.25 24.65 -83.75 352.229166666667 300 6
276.25 24.75 -83.75 80.4652777777778 300 6
276.25 24.85 -83.75 79.3194444444444 200 5
276.25 24.95 -83.75 86.2361111111111 30 4
276.25 25.05 -83.75 92.7152777777778 30 4
276.25 25.15 -83.75 95.5555555555556 20 3
276.25 25.25 -83.75 97.0902777777778 3000 8
276.25 25.35 -83.75 97.2916666666667 3000 8
276.25 25.45 -83.75 96.5416666666667 2000 7
276.25 25.55 -83.75 95.9375 30 4
276.25 25.65 -83.75 97.9236111111111 30 4
276.25 25.75 -83.75 100.097222222222 30 4
276.25 25.85 -83.75 94.1180555555556 30 4
276.25 25.95 -83.75 91.7430555555556 30 4
276.25 26.05 -83.75 90.2916666666667 2000 7
276.25 26.15 -83.75 84.7916666666667 20 3
276.25 26.25 -83.75 81.1388888888889 20 3
276.25 26.35 -83.75 80.2430555555556 200 5
276.25 26.45 -83.75 78.1597222222222 20 3
276.25 26.55 -83.75 76.1944444444444 2 1
276.25 26.65 -83.75 74.5763888888889 30 4
276.25 26.75 -83.75 71.2361111111111 2000 7
276.25 26.85 -83.75 66.1319444444444 30 4
276.25 26.95 -83.75 61.5069444444444 20 3
276.25 27.05 -83.75 58.7986111111111 200 5
276.25 27.15 -83.75 54.9652777777778 200 5
276.25 27.25 -83.75 52.8055555555556 20 3
276.25 27.35 -83.75 51.9930555555556 20 3
276.25 27.45 -83.75 50.2569444444444 20 3
276.25 27.55 -83.75 48.4513888888889 20 3
276.25 27.65 -83.75 46.7986111111111 30 4
276.25 27.75 -83.75 44.2986111111111 20 3
276.25 27.85 -83.75 42.2708333333333 20 3
276.25 27.95 -83.75 39.6944444444444 20 3
276.25 28.05 -83.75 37.6458333333333 30 4
276.25 28.15 -83.75 35.5277777777778 3 2
276.25 28.25 -83.75 33.4791666666667 3 2
276.25 28.35 -83.75 31.0347222222222 20 3
276.25 28.45 -83.75 29.8263888888889 30 4
276.25 28.55 -83.75 27.7013888888889 20 3
276.25 28.65 -83.75 26.1875 20 3
276.25 28.75 -83.75 24.5972222222222 300 6
276.25 28.85 -83.75 23.0694444444444 200 5
276.25 28.95 -83.75 22.5833333333333 20 3
276.25 29.05 -83.75 19.75 2 1
276.25 29.15 -83.75 18.8819444444444 30 4
276.25 29.25 -83.75 18.5069444444444 20 3
276.25 29.35 -83.75 15.7083333333333 20 3
276.25 29.45 -83.75 14 200 5
276.25 29.55 -83.75 11.5694444444444 30 4
276.35 24.55 -83.65 426.743055555556 300 6
276.35 24.65 -83.65 123.493055555556 300 6
276.35 24.75 -83.65 64.9583333333333 200 5
276.35 24.85 -83.65 67.7986111111111 300 6
276.35 24.95 -83.65 71.5277777777778 300 6
276.35 25.05 -83.65 75.7152777777778 200 5
276.35 25.15 -83.65 76.625 200 5
276.35 25.25 -83.65 77.4444444444444 30 4
276.35 25.35 -83.65 78.0625 200 5
276.35 25.45 -83.65 79.2222222222222 20 3
276.35 25.55 -83.65 78.1041666666667 30 4
276.35 25.65 -83.65 79.7291666666667 200 5
276.35 25.75 -83.65 80.1736111111111 3000 8
276.35 25.85 -83.65 77.3541666666667 30 4
276.35 25.95 -83.65 72.625 20 3
276.35 26.05 -83.65 71.0972222222222 20 3
276.35 26.15 -83.65 70.0833333333333 20 3
276.35 26.25 -83.65 68.8055555555556 200 5
276.35 26.35 -83.65 67.4930555555556 200 5
276.35 26.45 -83.65 67.2291666666667 300 6
276.35 26.55 -83.65 65.6388888888889 200 5
276.35 26.65 -83.65 64.4722222222222 30 4
276.35 26.75 -83.65 62.9791666666667 30 4
276.35 26.85 -83.65 60.8958333333333 20 3
276.35 26.95 -83.65 58.8402777777778 200 5
276.35 27.05 -83.65 57.0902777777778 200 5
276.35 27.15 -83.65 53.8472222222222 200 5
276.35 27.25 -83.65 51.1388888888889 200 5
276.35 27.35 -83.65 49.0902777777778 20 3
276.35 27.45 -83.65 46.7569444444444 30 4
276.35 27.55 -83.65 44.6527777777778 30 4
276.35 27.65 -83.65 42.875 30 4
276.35 27.75 -83.65 40.9791666666667 20 3
276.35 27.85 -83.65 38.5625 20 3
276.35 27.95 -83.65 35.7847222222222 20 3
276.35 28.05 -83.65 33.8472222222222 20 3
276.35 28.15 -83.65 31.7847222222222 3 2
276.35 28.25 -83.65 30.5833333333333 3 2
276.35 28.35 -83.65 28.5833333333333 30 4
276.35 28.45 -83.65 27.2361111111111 20 3
276.35 28.55 -83.65 25.5416666666667 2 1
276.35 28.65 -83.65 23.8611111111111 2 1
276.35 28.75 -83.65 22.2361111111111 20 3
276.35 28.85 -83.65 21.75 20 3
276.35 28.95 -83.65 20.4583333333333 20 3
276.35 29.05 -83.65 18.2013888888889 20 3
276.35 29.15 -83.65 16.0208333333333 20 3
276.35 29.25 -83.65 14.7847222222222 20 3
276.35 29.35 -83.65 13.1458333333333 300 6
276.35 29.45 -83.65 11.6388888888889 30 4
276.45 24.55 -83.55 215.631944444444 300 6
276.45 24.65 -83.55 67.5902777777778 200 5
276.45 24.75 -83.55 64.3125 20 3
276.45 24.85 -83.55 65.9930555555556 200 5
276.45 24.95 -83.55 69.8819444444444 200 5
276.45 25.05 -83.55 72.6805555555556 20 3
276.45 25.15 -83.55 72.3680555555556 30 4
276.45 25.25 -83.55 72.9930555555556 20 3
276.45 25.35 -83.55 73.3819444444444 300 6
276.45 25.45 -83.55 73.2777777777778 300 6
276.45 25.55 -83.55 71.8472222222222 200 5
276.45 25.65 -83.55 71.2222222222222 300 6
276.45 25.75 -83.55 71.6597222222222 20 3
276.45 25.85 -83.55 70.2291666666667 20 3
276.45 25.95 -83.55 69.4861111111111 20 3
276.45 26.05 -83.55 68.2291666666667 200 5
276.45 26.15 -83.55 66.7847222222222 20 3
276.45 26.25 -83.55 62.9513888888889 20 3
276.45 26.35 -83.55 61.5416666666667 20 3
276.45 26.45 -83.55 61.5277777777778 300 6
276.45 26.55 -83.55 60.625 200 5
276.45 26.65 -83.55 59.5069444444444 30 4
276.45 26.75 -83.55 58.2986111111111 3000 8
276.45 26.85 -83.55 56.4027777777778 20 3
276.45 26.95 -83.55 54.8819444444444 20 3
276.45 27.05 -83.55 53.0486111111111 20 3
276.45 27.15 -83.55 50.75 30 4
276.45 27.25 -83.55 48.5416666666667 20 3
276.45 27.35 -83.55 46.4375 20 3
276.45 27.45 -83.55 43.7986111111111 30 4
276.45 27.55 -83.55 41.4236111111111 30 4
276.45 27.65 -83.55 39.2152777777778 20 3
276.45 27.75 -83.55 36.4097222222222 20 3
276.45 27.85 -83.55 34.1944444444444 20 3
276.45 27.95 -83.55 32.4722222222222 20 3
276.45 28.05 -83.55 30.3402777777778 20 3
276.45 28.15 -83.55 28.8402777777778 30 4
276.45 28.25 -83.55 27.4375 30 4
276.45 28.35 -83.55 25.8819444444444 30 4
276.45 28.45 -83.55 24.75 20 3
276.45 28.55 -83.55 23.4236111111111 30 4
276.45 28.65 -83.55 21.9513888888889 30 4
276.45 28.75 -83.55 20.875 20 3
276.45 28.85 -83.55 20.0277777777778 20 3
276.45 28.95 -83.55 18.7152777777778 30 4
276.45 29.05 -83.55 15.6736111111111 20 3
276.45 29.15 -83.55 12.3888888888889 20 3
276.45 29.25 -83.55 11.7152777777778 20 3
276.45 29.35 -83.55 10.7013888888889 300 6
276.55 24.55 -83.45 120.444444444444 200 5
276.55 24.65 -83.45 61.6666666666667 200 5
276.55 24.75 -83.45 64.2638888888889 200 5
276.55 24.85 -83.45 66.2222222222222 200 5
276.55 24.95 -83.45 67.7847222222222 300 6
276.55 25.05 -83.45 67.7361111111111 20 3
276.55 25.15 -83.45 67.75 20 3
276.55 25.25 -83.45 69.0347222222222 20 3
276.55 25.35 -83.45 69.1736111111111 20 3
276.55 25.45 -83.45 68.6180555555556 300 6
276.55 25.55 -83.45 67.3263888888889 200 5
276.55 25.65 -83.45 66.3402777777778 300 6
276.55 25.75 -83.45 66.3541666666667 3000 8
276.55 25.85 -83.45 65.0902777777778 3000 8
276.55 25.95 -83.45 63.8958333333333 200 5
276.55 26.05 -83.45 62.7777777777778 20 3
276.55 26.15 -83.45 61.2361111111111 20 3
276.55 26.25 -83.45 59.9444444444444 30 4
276.55 26.35 -83.45 57.7083333333333 30 4
276.55 26.45 -83.45 55.9791666666667 200 5
276.55 26.55 -83.45 55.8333333333333 200 5
276.55 26.65 -83.45 54.9583333333333 20 3
276.55 26.75 -83.45 54.2013888888889 30 4
276.55 26.85 -83.45 52.7361111111111 30 4
276.55 26.95 -83.45 50.4930555555556 200 5
276.55 27.05 -83.45 47.7222222222222 200 5
276.55 27.15 -83.45 45.9861111111111 200 5
276.55 27.25 -83.45 45.4375 300 6
276.55 27.35 -83.45 43.7152777777778 20 3
276.55 27.45 -83.45 41.4236111111111 20 3
276.55 27.55 -83.45 38.4236111111111 30 4
276.55 27.65 -83.45 35.0763888888889 30 4
276.55 27.75 -83.45 33.5486111111111 30 4
276.55 27.85 -83.45 31.0277777777778 30 4
276.55 27.95 -83.45 29.0902777777778 3 2
276.55 28.05 -83.45 27.3194444444444 20 3
276.55 28.15 -83.45 25.6666666666667 200 5
276.55 28.25 -83.45 24.75 200 5
276.55 28.35 -83.45 23.5347222222222 20 3
276.55 28.45 -83.45 22.0208333333333 200 5
276.55 28.55 -83.45 21.0277777777778 30 4
276.55 28.65 -83.45 20.6388888888889 30 4
276.55 28.75 -83.45 19.6458333333333 30 4
276.55 28.85 -83.45 17.9583333333333 20 3
276.55 28.95 -83.45 15.875 200 5
276.55 29.05 -83.45 12.625 20 3
276.65 24.55 -83.35 77.2013888888889 20 3
276.65 24.65 -83.35 63.4375 200 5
276.65 24.75 -83.35 64.1041666666667 20 3
276.65 24.85 -83.35 64.6319444444444 200 5
276.65 24.95 -83.35 63.7291666666667 200 5
276.65 25.05 -83.35 64.7569444444444 20 3
276.65 25.15 -83.35 64.7361111111111 20 3
276.65 25.25 -83.35 65.0833333333333 200 5
276.65 25.35 -83.35 64.7916666666667 300 6
276.65 25.45 -83.35 64.2083333333333 300 6
276.65 25.55 -83.35 63 20 3
276.65 25.65 -83.35 61.6944444444444 200 5
276.65 25.75 -83.35 61.3819444444444 20 3
276.65 25.85 -83.35 60.7430555555556 200 5
276.65 25.95 -83.35 59.4861111111111 300 6
276.65 26.05 -83.35 58.7569444444444 200 5
276.65 26.15 -83.35 57.1111111111111 20 3
276.65 26.25 -83.35 55.6527777777778 30 4
276.65 26.35 -83.35 54.8194444444444 30 4
276.65 26.45 -83.35 52.6180555555556 30 4
276.65 26.55 -83.35 50.2291666666667 200 5
276.65 26.65 -83.35 50.0277777777778 20 3
276.65 26.75 -83.35 49.9791666666667 3000 8
276.65 26.85 -83.35 48.8333333333333 20 3
276.65 26.95 -83.35 47.0138888888889 200 5
276.65 27.05 -83.35 44.4930555555556 200 5
276.65 27.15 -83.35 42.1319444444444 30 4
276.65 27.25 -83.35 42.0347222222222 200 5
276.65 27.35 -83.35 39.0625 30 4
276.65 27.45 -83.35 37.6597222222222 200 5
276.65 27.55 -83.35 34.3194444444444 300 6
276.65 27.65 -83.35 31.625 300 6
276.65 27.75 -83.35 30.3541666666667 2 1
276.65 27.85 -83.35 28.0902777777778 30 4
276.65 27.95 -83.35 26.5 30 4
276.65 28.05 -83.35 25.0902777777778 20 3
276.65 28.15 -83.35 23.8402777777778 30 4
276.65 28.25 -83.35 22.0972222222222 30 4
